date,open,high,low,close,daily_ret
2018-11-16,9819.05,9851.29,9770.87,9797.09,-0.0022364689048328668
2018-11-19,9795.47,9836.02,9779.4,9828.69,0.003391363558869598
2018-11-20,9788.95,9800.03,9726.8,9743.99,-0.0045929338693119215
2018-11-21,9698.52,9753.69,9632.47,9741.52,0.0044336661676214195
2018-11-22,9769.33,9792.99,9702.77,9714.71,-0.005590966831911737
2018-11-23,9730.64,9738.8,9654.91,9667.3,-0.00650933545994925
2018-11-26,9679.98,9847.35,9679.98,9765.36,0.008820266157574919
2018-11-27,9728.95,9781.4,9688.74,9778.62,0.005105381361811823
2018-11-28,9774.03,9890.89,9767.14,9884.31,0.011282961071328756
2018-11-29,9959.87,10001.85,9885.36,9885.36,-0.007481021338631932
2018-11-30,9899.24,9957.63,9888.03,9888.03,-0.0011324101648206852
2018-12-03,9979.21,10148.75,9979.21,10137.87,0.015899054133543755
2018-12-04,10120.43,10126.02,10061.7,10083.54,-0.0036451020361782938
2018-12-05,9971.98,9971.98,9895.29,9916.74,-0.005539521739915232
2018-12-06,9850.08,9850.08,9664.75,9684.72,-0.016787680912236258
2018-12-07,9719.46,9785.2,9719.46,9760.88,0.004261553625407144
2018-12-10,9722.97,9722.97,9626.47,9647.54,-0.007757917591023955
2018-12-11,9661.72,9720.96,9661.72,9707.04,0.004690676194300858
2018-12-12,9741.45,9835.56,9741.45,9816.45,0.007699059174968825
2018-12-13,9827.32,9871.96,9815.5,9858.76,0.0031992445549753334
2018-12-14,9818.95,9818.95,9718.94,9774.16,-0.00456158754245628
2018-12-17,9762.49,9826.88,9733.98,9787.53,0.0025649194006858167
2018-12-18,9756.46,9756.67,9701.1,9718.82,-0.0038579566769093576
2018-12-19,9720.92,9783.21,9720.92,9783.21,0.00640782971159104
2018-12-20,9729.29,9741.55,9658.5,9674.52,-0.005629393306191943
2018-12-21,9648.98,9683.95,9585.32,9676.67,0.0028697333811449344
2018-12-22,9639.24,9652.19,9625.31,9646.16,0.0007178989214917664
2018-12-24,9646.53,9658.95,9613.29,9639.7,-0.0007080266168248972
2018-12-25,9559.7,9559.7,9479.06,9527.09,-0.00341119491197428
2018-12-26,9544.87,9591.91,9473.3,9478.99,-0.006902136959434868
2018-12-27,9555.01,9670.97,9555.01,9641.56,0.009058075292438073
2018-12-28,9649.97,9727.41,9630.77,9727.41,0.008024895414182609
2019-01-02,9725.27,9737.68,9542.52,9554.14,-0.017596426628772366
2019-01-03,9494.25,9554.53,9474.47,9492.42,-0.0001927482423571547
2019-01-04,9427.24,9427.24,9319.28,9382.51,-0.004744760926845948
2019-01-07,9460.2,9596.35,9460.2,9590.3,0.013752351958732145
2019-01-08,9591.56,9600.94,9547.63,9563.6,-0.0029150628260677935
2019-01-09,9584.63,9741.64,9584.63,9738.31,0.016034004442529337
2019-01-10,9731.11,9731.11,9683.2,9720.69,-0.0010707925406249208
2019-01-11,9753.63,9796.98,9736.0,9759.4,0.0005915746240117148
2019-01-14,9737.67,9762.37,9677.49,9708.22,-0.0030243374441730753
2019-01-15,9701.93,9806.04,9701.93,9806.04,0.010730854582541971
2019-01-16,9781.35,9803.99,9763.81,9763.81,-0.0017932085039387147
2019-01-17,9773.31,9826.25,9759.51,9789.15,0.0016207405679344866
2019-01-18,9781.39,9842.8,9771.15,9836.06,0.005589185177157896
2019-01-21,9870.27,9919.94,9870.27,9889.4,0.0019381435360936727
2019-01-22,9880.54,9894.66,9855.47,9894.66,0.0014290716904135081
2019-01-23,9869.54,9873.39,9828.03,9846.4,-0.0023445874883734064
2019-01-24,9865.0,9892.82,9847.32,9877.12,0.0012285859097820317
2019-01-25,9923.39,9980.08,9918.21,9969.61,0.004657682505676108
2019-01-28,10006.46,10020.6,9990.07,10013.33,0.0006865564845111027
2019-01-29,9944.71,9952.34,9893.96,9931.59,-0.001319294378619329
2019-01-30,9915.97,9959.03,9909.81,9932.26,0.0016428044860967717
2019-02-11,10029.84,10065.52,9988.83,10004.25,-0.002551386662200006
2019-02-12,10032.08,10100.23,10032.08,10097.74,0.006545003628360302
2019-02-13,10123.61,10140.98,10074.34,10090.58,-0.0032626701344679043
2019-02-14,10095.99,10135.62,10082.0,10089.01,-0.0006913636007959134
2019-02-15,10111.18,10135.16,10055.5,10064.78,-0.004588979723434861
2019-02-18,10096.94,10165.77,10096.94,10145.28,0.004787589111156398
2019-02-19,10152.11,10173.47,10143.15,10152.26,1.477525361726073e-05
2019-02-20,10181.94,10272.46,10181.94,10272.46,0.008890250777356723
2019-02-21,10282.32,10319.53,10256.53,10319.53,0.0036188331038131683
2019-02-22,10309.02,10322.92,10269.95,10322.92,0.0013483337892448155
2019-02-25,10343.45,10390.93,10343.45,10390.93,0.004590344614224362
2019-02-26,10403.03,10416.91,10368.86,10391.55,-0.0011035246461849058
2019-02-27,10385.81,10403.05,10343.56,10389.17,0.0003235183389644902
2019-03-04,10385.25,10402.39,10313.18,10349.88,-0.0034057918682748323
2019-03-05,10323.25,10334.34,10295.44,10305.26,-0.0017426682488557166
2019-03-06,10328.18,10359.12,10327.9,10357.15,0.0028049472414306553
2019-03-07,10359.47,10367.98,10299.46,10311.68,-0.00461317036489306
2019-03-08,10274.28,10274.28,10204.21,10241.75,-0.0031661586018679744
2019-03-11,10224.27,10269.3,10214.02,10250.28,0.0025439469028107897
2019-03-12,10294.37,10382.12,10294.37,10343.33,0.004755997695827796
2019-03-13,10331.27,10373.32,10331.27,10373.32,0.0040701675592642594
2019-03-14,10391.3,10407.27,10339.64,10348.65,-0.004104395022759388
2019-03-15,10374.66,10439.24,10370.0,10439.24,0.006224782306119003
2019-03-18,10455.19,10512.7,10445.74,10512.7,0.005500617396718699
2019-03-19,10497.4,10525.6,10484.69,10512.32,0.0014213043229751587
2019-03-20,10529.3,10556.81,10506.96,10551.56,0.0021141006524649786
2019-03-21,10563.93,10612.34,10551.67,10609.55,0.004318468600227332
2019-03-22,10642.57,10667.94,10589.47,10639.07,-0.0003288679332154043
2019-03-25,10535.12,10535.12,10458.79,10479.48,-0.005281382651550315
2019-03-26,10506.68,10559.2,10506.68,10559.2,0.00499872462090778
2019-03-27,10542.68,10556.75,10515.86,10542.7,1.8970508448568069e-06
2019-03-28,10529.02,10536.26,10499.29,10536.26,0.0006876233495614059
2019-03-29,10551.99,10641.04,10525.27,10641.04,0.008439166451067681
2019-04-01,10714.68,10735.07,10627.01,10642.63,-0.0067244192080399
2019-04-02,10695.47,10728.38,10685.1,10690.3,-0.00048338221695731765
2019-04-03,10725.17,10741.56,10690.23,10704.38,-0.0019384308127518013
2019-04-08,10759.96,10807.05,10759.96,10800.57,0.0037741775991733117
2019-04-09,10805.39,10851.6,10793.77,10851.6,0.004276569378800943
2019-04-10,10839.93,10875.65,10815.61,10868.14,0.0026024153292500962
2019-04-11,10869.24,10887.12,10797.76,10808.77,-0.005563406457121167
2019-04-12,10820.94,10836.44,10782.02,10805.3,-0.0014453457832684924
2019-04-15,10849.84,10897.21,10849.55,10875.6,0.002374228560052538
2019-04-16,10905.63,10927.85,10876.34,10927.85,0.0020374797237758813
2019-04-17,10961.61,11016.92,10961.61,10997.26,0.003252259476481889
2019-04-18,11038.24,11077.99,10926.85,10962.02,-0.0069050863181086
2019-04-19,11017.69,11045.08,10950.43,10968.5,-0.004464638231789109
2019-04-22,10994.52,11027.49,10974.82,10987.71,-0.0006193994826514393
2019-04-23,10994.28,11025.68,10949.3,11025.68,0.002856030590452363
2019-04-24,11054.02,11070.85,10995.83,11027.64,-0.002386462119663313
2019-04-25,11017.73,11046.77,11006.68,11039.86,0.002008580714902397
2019-04-26,10986.53,10986.53,10906.44,10952.47,-0.0031001599231059718
2019-04-29,10952.91,10992.55,10905.78,10939.06,-0.0012645041363437137
2019-04-30,10945.94,10978.1,10910.78,10967.73,0.0019906924393884307
2019-05-02,10992.76,11046.64,10988.7,11004.49,0.0010670659597771248
2019-05-03,11037.99,11097.0,11018.86,11096.3,0.005282664688045502
2019-05-06,11005.36,11005.36,10870.4,10897.12,-0.009835207571583293
2019-05-07,10913.95,11004.76,10913.95,10987.14,0.0067060963262612905
2019-05-08,10938.47,10946.82,10867.06,10923.71,-0.0013493660447941869
2019-05-09,10910.47,10910.47,10732.97,10733.67,-0.016204618132857673
2019-05-10,10751.55,10834.69,10669.39,10712.99,-0.003586459626751415
2019-05-13,10684.04,10693.44,10549.06,10558.29,-0.011769892287936012
2019-05-14,10480.21,10544.97,10363.02,10519.25,0.0037251161951907807
2019-05-15,10535.24,10612.5,10535.24,10560.71,0.0024176003584159833
2019-05-16,10556.58,10573.93,10474.61,10474.61,-0.007764825350634275
2019-05-17,10508.56,10564.97,10384.11,10384.11,-0.011842726310740903
2019-05-20,10405.36,10465.84,10385.18,10398.41,-0.0006679249925038988
2019-05-21,10362.35,10477.2,10342.32,10464.5,0.009857802525488957
2019-05-22,10481.1,10520.62,10453.5,10457.22,-0.002278386810544819
2019-05-23,10404.0,10404.0,10289.69,10308.37,-0.009191657054978819
2019-05-24,10313.15,10370.97,10308.59,10328.28,0.0014670590459753274
2019-05-27,10344.18,10365.44,10305.28,10334.13,-0.0009715608197073955
2019-05-28,10348.58,10361.61,10312.31,10312.31,-0.0035048286818095686
2019-05-29,10277.35,10307.75,10227.44,10301.78,0.0023770719105606908
2019-05-30,10307.12,10384.36,10306.03,10382.99,0.00736093108453173
2019-05-31,10386.12,10515.1,10369.02,10498.49,0.0108192472261055
2019-06-03,10482.45,10511.2,10383.51,10500.07,0.0016809047503205665
2019-06-04,10499.51,10518.33,10421.81,10429.12,-0.006704122382854005
2019-06-05,10497.5,10541.29,10446.51,10461.62,-0.003417956656346699
2019-06-06,10409.9,10429.33,10371.08,10409.2,-6.724368149535476e-05
2019-06-10,10486.23,10566.47,10466.24,10566.47,0.007651939734299118
2019-06-11,10567.54,10637.9,10548.06,10607.76,0.0038059945834130193
2019-06-12,10605.75,10630.69,10566.37,10615.66,0.000934398793107416
2019-06-13,10582.19,10617.06,10539.49,10561.01,-0.002001476064973362
2019-06-14,10546.42,10568.92,10517.82,10524.67,-0.0020623111918546266
2019-06-17,10488.7,10562.97,10474.19,10530.54,0.003989054887640897
2019-06-18,10547.15,10573.77,10521.7,10566.74,0.0018573737929203915
2019-06-19,10650.48,10778.64,10650.48,10775.34,0.011723415282691496
2019-06-20,10749.41,10799.14,10745.25,10785.01,0.003311809671414645
2019-06-21,10817.71,10840.29,10773.47,10803.77,-0.0012886276300621002
2019-06-24,10734.25,10786.33,10695.49,10779.45,0.0042108205044602
2019-06-25,10777.18,10787.62,10693.04,10706.72,-0.00653788839009839
2019-06-26,10661.39,10690.98,10645.37,10652.55,-0.0008291601751742039
2019-06-27,10674.2,10800.29,10674.2,10773.9,0.009340278428359827
2019-06-28,10786.66,10788.08,10719.08,10730.83,-0.005175837562322316
2019-07-01,10821.3,10914.85,10821.3,10895.46,0.006853150730503632
2019-07-02,10878.01,10888.21,10843.64,10865.12,-0.001184959381357431
2019-07-03,10793.1,10812.65,10720.66,10743.77,-0.004570512642336322
2019-07-04,10755.87,10791.28,10750.9,10775.9,0.0018622389448736953
2019-07-05,10785.85,10812.38,10756.67,10785.73,-1.112568782257739e-05
2019-07-08,10742.81,10781.11,10708.92,10751.22,0.0007828491800563331
2019-07-09,10729.83,10733.57,10680.85,10702.78,-0.0025210091865387474
2019-07-10,10723.23,10810.16,10723.23,10798.48,0.007017475145082219
2019-07-11,10817.6,10856.51,10799.65,10843.42,0.002386851057535777
2019-07-12,10855.16,10867.59,10823.89,10824.35,-0.0028382815177298015
2019-07-15,10819.92,10880.56,10769.57,10876.43,0.005222774290382981
2019-07-16,10865.0,10899.84,10865.0,10886.05,0.0019374137137597724
2019-07-17,10861.11,10861.11,10804.34,10828.48,-0.0030042969825369026
2019-07-18,10821.92,10835.43,10792.27,10799.28,-0.0020920502092049986
2019-07-19,10861.99,10919.96,10861.99,10873.19,0.0010311186071798595
2019-07-22,10910.5,10949.76,10909.15,10944.53,0.0031190137940517726
2019-07-23,10963.86,10994.44,10932.53,10947.26,-0.0015140653018189676
2019-07-24,10969.74,10976.46,10912.92,10935.76,-0.003097612158537877
2019-07-25,10892.25,10945.92,10879.4,10941.41,0.004513300741352699
2019-07-26,10898.25,10907.44,10879.24,10891.98,-0.0005753217259651944
2019-07-29,10872.63,10905.74,10863.33,10885.73,0.0012048602775962536
2019-07-30,10909.98,10927.16,10827.74,10830.9,-0.00724840925464576
2019-07-31,10824.15,10835.8,10754.07,10823.81,-3.141124245320537e-05
2019-08-01,10773.06,10773.25,10714.73,10731.75,-0.0038345651096345357
2019-08-02,10641.28,10641.28,10524.68,10549.04,-0.008668130149756426
2019-08-05,10528.87,10542.49,10418.25,10423.41,-0.010016269552193258
2019-08-06,10304.88,10425.6,10180.04,10394.75,0.008721110774700946
2019-08-07,10422.89,10461.37,10366.54,10386.18,-0.0035220557829929167
2019-08-08,10383.62,10500.77,10383.62,10494.49,0.010677393818340652
2019-08-12,10491.79,10514.05,10440.77,10472.36,-0.0018519242188416163
2019-08-13,10436.62,10436.62,10361.89,10362.66,-0.007086585503735976
2019-08-14,10444.5,10518.02,10427.73,10427.73,-0.001605629757288618
2019-08-15,10374.75,10374.75,10287.76,10327.13,-0.00458999012024397
2019-08-16,10345.42,10456.32,10318.37,10420.89,0.007295015572108099
2019-08-19,10449.39,10516.05,10449.39,10488.75,0.0037667270529668784
2019-08-20,10508.42,10538.12,10497.13,10522.5,0.0013398779264628402
2019-08-21,10526.87,10545.25,10504.49,10525.8,-0.00010164464840944909
2019-08-22,10560.01,10596.41,10515.72,10529.78,-0.002862686683061777
2019-08-23,10526.15,10541.73,10503.07,10538.11,0.0011362178954319457
2019-08-26,10453.4,10453.4,10340.15,10354.57,-0.009454340214666956
2019-08-27,10386.21,10431.78,10368.96,10387.23,9.820714196995262e-05
2019-08-28,10397.6,10456.3,10397.6,10434.29,0.0035286989305225447
2019-08-29,10440.15,10466.99,10406.49,10462.43,0.002134068954948054
2019-08-30,10504.28,10618.05,10504.28,10618.05,0.01083082324538176
2019-09-02,10613.19,10634.85,10589.42,10634.85,0.002040856707549832
2019-09-03,10629.22,10650.15,10557.03,10558.21,-0.006680640724342934
2019-09-04,10566.32,10670.43,10566.32,10657.31,0.008611323526071413
2019-09-05,10718.4,10766.6,10714.27,10756.93,0.0035947529482012186
2019-09-06,10783.46,10803.07,10753.45,10780.64,-0.00026151161130094636
2019-09-09,10808.68,10829.44,10778.15,10801.14,-0.0006975874944952221
2019-09-10,10791.95,10810.03,10732.78,10753.58,-0.003555427888379814
2019-09-11,10787.65,10815.59,10746.87,10790.35,0.00025028620691269765
2019-09-12,10830.25,10862.68,10804.02,10827.55,-0.00024930172433701436
2019-09-16,10822.69,10898.13,10822.69,10898.13,0.006970540595729879
2019-09-17,10908.85,10912.23,10866.43,10874.5,-0.003148819536431424
2019-09-18,10887.42,10971.54,10878.34,10929.45,0.0038604187217909924
2019-09-19,10947.62,10954.18,10874.66,10894.7,-0.004833927374168989
2019-09-20,10908.1,10931.76,10903.45,10929.69,0.001979263116399732
2019-09-23,10924.81,10948.19,10905.92,10919.02,-0.0005299863338583677
2019-09-24,10917.44,10947.53,10886.62,10918.01,5.2210041914468874e-05
2019-09-25,10885.67,10885.67,10825.85,10873.69,-0.0011005294116025466
2019-09-26,10909.57,10934.91,10856.96,10871.99,-0.003444682054379755
2019-09-27,10904.0,10921.17,10827.61,10829.68,-0.006815847395451158
2019-10-01,10855.6,10967.65,10855.6,10967.65,0.010321861527690768
2019-10-02,10945.92,10965.2,10927.39,10947.88,0.00017906215283858273
2019-10-03,10866.5,10888.4,10809.28,10875.91,0.0008659642019048785
2019-10-04,10907.69,10941.49,10854.12,10894.48,-0.0012110721885203457
2019-10-07,10932.24,10954.45,10919.43,10935.06,0.00025795262453076617
2019-10-08,10986.01,11020.51,10986.01,11017.31,0.0028490780547258954
2019-10-09,10976.93,10989.39,10889.96,10889.96,-0.007922980286838022
2019-10-14,11004.74,11085.49,11004.74,11066.95,0.005653018608345217
2019-10-15,11103.5,11126.45,11091.29,11111.8,0.0007475120457511863
2019-10-16,11166.17,11180.11,11113.18,11162.83,-0.0002991177816565882
2019-10-17,11156.14,11186.88,11131.45,11186.88,0.002755433330883239
2019-10-18,11190.21,11237.38,11154.86,11180.22,-0.0008927446401809647
2019-10-21,11166.24,11188.13,11147.86,11184.15,0.0016039418819584483
2019-10-22,11221.19,11271.25,11218.25,11271.25,0.0044612024214900625
2019-10-23,11266.18,11281.12,11209.1,11239.67,-0.002353060220944503
2019-10-24,11266.84,11320.14,11254.59,11320.14,0.004730696450823801
2019-10-25,11336.64,11347.18,11281.37,11296.12,-0.0035742512772742874
2019-10-28,11321.99,11341.03,11295.44,11315.02,-0.0006156161593500187
2019-10-29,11347.39,11373.95,11292.83,11333.87,-0.0011914634114098543
2019-10-30,11336.97,11380.28,11306.95,11380.28,0.0038202447391146865
2019-10-31,11393.68,11428.42,11358.71,11358.71,-0.0030692454062253294
2019-11-01,11373.7,11399.53,11335.51,11399.53,0.002271028776915207
2019-11-04,11451.72,11559.07,11451.72,11556.85,0.009180280342167002
2019-11-05,11576.18,11644.03,11576.18,11644.03,0.005861173547750731
2019-11-06,11645.08,11668.2,11601.7,11653.07,0.0006861266732387516
2019-11-07,11642.91,11647.47,11552.08,11606.56,-0.003122071715748076
2019-11-08,11620.89,11642.41,11561.31,11579.54,-0.0035582472598912895
2019-11-11,11570.33,11570.33,11409.83,11427.28,-0.012363519450179883
2019-11-12,11463.33,11520.37,11459.68,11520.37,0.004975866523950767
2019-11-13,11483.24,11509.37,11439.09,11467.83,-0.0013419557546476835
2019-11-14,11488.74,11498.25,11424.77,11450.42,-0.003335439743609836
2019-11-15,11485.46,11552.25,11485.46,11525.6,0.0034948534930252517
2019-11-18,11543.8,11599.78,11532.97,11599.78,0.004849356364455604
2019-11-19,11608.48,11656.4,11576.79,11656.4,0.0041280167601616125
2019-11-20,11645.73,11649.07,11591.73,11631.2,-0.0012476676000559017
2019-11-21,11573.84,11573.84,11478.43,11558.27,-0.0013452752068457974
2019-11-22,11556.75,11577.02,11534.15,11566.8,0.0008696216496852927
2019-11-25,11590.81,11604.75,11559.33,11561.58,-0.0025218254807041207
2019-11-26,11608.37,11642.96,11576.82,11576.82,-0.002717866504944322
2019-11-27,11590.81,11651.73,11590.81,11647.46,0.004887492763663515
2019-11-28,11641.7,11654.06,11604.68,11617.08,-0.0021148114107046867
2019-11-29,11616.88,11623.59,11485.16,11489.57,-0.010959052688845894
2019-12-02,11509.94,11524.85,11454.38,11502.83,-0.0006177269386287154
2019-12-03,11473.32,11531.58,11460.06,11531.58,0.005077867609375453
2019-12-04,11511.82,11513.83,11457.43,11510.47,-0.00011727077039080935
2019-12-05,11546.75,11604.39,11546.75,11594.65,0.004148353432784191
2019-12-06,11639.8,11657.65,11577.83,11609.64,-0.002591109812883352
2019-12-09,11635.47,11678.36,11631.03,11660.77,0.0021743857360296825
2019-12-10,11647.78,11649.73,11607.26,11627.84,-0.0017119142016762678
2019-12-11,11635.07,11700.77,11622.58,11700.77,0.005646721506617602
2019-12-12,11766.98,11875.98,11766.98,11836.42,0.0059012592865799185
2019-12-13,11937.9,11990.78,11913.02,11927.73,-0.000851908627145459
2019-12-16,11915.61,11975.73,11915.61,11939.77,0.0020275923767225645
2019-12-17,11939.62,12097.01,11939.62,12097.01,0.013182161576331453
2019-12-18,12061.1,12125.9,12059.92,12122.45,0.005086600724643731
2019-12-19,12082.98,12111.77,12008.16,12018.9,-0.005303327490403853
2019-12-20,12001.56,12028.22,11937.45,11959.08,-0.0035395398598181416
2019-12-23,11969.14,12022.23,11960.21,12022.23,0.00443557348314072
2019-12-24,12023.79,12027.6,11976.38,11976.38,-0.003943016303511793
2019-12-25,11978.94,12032.37,11973.95,12008.13,0.002436776542832586
2019-12-26,12018.38,12030.66,11982.64,12001.01,-0.0014452863031455543
2019-12-27,12032.72,12093.02,12032.72,12091.59,0.004892493135384202
2019-12-30,12094.81,12114.89,12046.22,12053.37,-0.003426263000410823
2019-12-31,12019.19,12047.75,11997.14,11997.14,-0.0018345662228487214
2020-01-02,12026.5,12110.74,12026.23,12100.48,0.006151415623830703
2020-01-03,12167.44,12197.64,12023.6,12110.43,-0.004685455609396927
2020-01-06,12035.71,12040.08,11953.36,11953.36,-0.006842138934886166
2020-01-07,11961.97,11986.03,11822.4,11880.32,-0.006825798760571988
2020-01-08,11818.76,11899.67,11777.45,11817.1,-0.00014045466698708875
2020-01-09,11889.46,11992.55,11889.46,11970.63,0.006827055223702416
2020-01-10,12009.27,12038.21,11959.06,12024.65,0.0012806773434188568
2020-01-13,12069.61,12113.42,12037.24,12113.42,0.0036297775984477365
2020-01-14,12161.73,12186.62,12140.27,12179.81,0.001486630602718586
2020-01-15,12169.92,12169.92,12048.01,12091.88,-0.006412531881885952
2020-01-16,12006.08,12075.54,12006.08,12066.93,0.005068265412191186
2020-01-17,12080.72,12117.55,12055.91,12090.29,0.0007921713275369502
2020-01-20,12107.56,12151.42,12101.55,12118.71,0.0009209122234372646
2020-01-30,11933.23,11933.23,11418.22,11421.74,-0.042862661659919365
2020-01-31,11494.03,11594.21,11436.95,11495.1,9.309180505012726e-05
2020-02-03,11365.9,11365.9,11138.03,11354.92,-0.0009660475633253007
2020-02-04,11399.46,11581.36,11393.03,11555.92,0.013725211545108307
2020-02-05,11601.55,11620.42,11512.71,11573.62,-0.002407436937305607
2020-02-06,11605.11,11749.68,11605.11,11749.68,0.012457443315918582
2020-02-07,11712.71,11712.71,11592.09,11612.81,-0.00852919606137259
2020-02-10,11514.72,11598.03,11423.34,11574.07,0.00515427209693331
2020-02-11,11614.25,11678.58,11614.25,11664.04,0.0042869750521989936
2020-02-12,11693.4,11801.52,11693.4,11774.19,0.006909025604187047
2020-02-13,11813.5,11854.98,11784.94,11791.78,-0.001838574512210589
2020-02-14,11806.52,11840.79,11788.87,11815.7,0.0007775364798434659
2020-02-17,11770.3,11775.56,11724.82,11763.51,-0.0005768756956066046
2020-02-18,11700.91,11717.1,11642.95,11648.98,-0.004438116351634269
2020-02-19,11655.37,11783.43,11654.16,11758.84,0.008877453053828255
2020-02-20,11785.78,11827.83,11714.15,11725.09,-0.005149425833504528
2020-02-21,11721.16,11755.17,11661.63,11686.35,-0.0029698425753081903
2020-02-24,11615.28,11615.28,11512.08,11534.87,-0.006922777582632489
2020-02-25,11506.74,11567.09,11415.47,11540.23,0.0029104681256375553
2020-02-26,11468.6,11494.22,11408.06,11433.62,-0.0030500671398426826
2020-02-27,11436.96,11470.23,11274.52,11292.17,-0.01265983268281079
2020-03-02,11184.66,11282.05,11049.85,11170.46,-0.0012695960359994096
2020-03-03,11279.86,11390.24,11279.86,11327.72,0.004242960462275125
2020-03-04,11368.25,11392.35,11297.81,11392.35,0.002119939304642271
2020-03-05,11454.65,11525.32,11454.65,11514.82,0.005252888564905911
2020-03-06,11471.36,11471.36,11310.32,11321.81,-0.013036815164025994
2020-03-09,11221.76,11221.76,10977.64,10977.64,-0.021754163339797072
2020-03-10,10907.62,11032.47,10830.22,11003.54,0.008793852371094646
2020-03-11,11022.82,11088.23,10885.91,10893.75,-0.011709344795614918
2020-03-12,10845.39,10845.39,10359.67,10422.32,-0.03900920114444939
2020-03-13,10091.03,10171.2,9636.15,10128.87,0.003749864979095241
2020-03-16,10069.42,10130.8,9717.77,9717.77,-0.03492256753616396
2020-03-17,9538.64,9677.07,9371.35,9439.63,-0.010379886440834318
2020-03-18,9453.98,9509.61,9218.67,9218.67,-0.02489004630853875
2020-03-19,9085.28,9085.28,8523.63,8681.34,-0.044460930207984806
2020-03-20,8816.86,9264.42,8816.86,9234.09,0.047321835664851264
2020-03-23,9025.55,9029.52,8750.14,8890.03,-0.015015151431214568
2020-03-24,9083.78,9415.64,9083.78,9285.62,0.022219824786597675
2020-03-25,9426.43,9722.37,9426.43,9644.75,0.02316041173593808
2020-03-26,9667.14,9739.73,9565.02,9736.36,0.007160339045467534
2020-03-27,9807.9,9954.86,9691.14,9698.92,-0.011111450973194992
2020-03-30,9571.22,9655.7,9415.52,9629.43,0.006081774319261379
2020-03-31,9689.62,9789.81,9630.3,9708.06,0.0019030674061519814
2020-04-01,9726.2,9736.0,9663.63,9663.63,-0.0064331393555552285
2020-04-06,9707.75,9818.74,9651.52,9818.74,0.011433133321315347
2020-04-07,9928.16,10039.15,9928.16,9996.39,0.006872371114083453
2020-04-08,10010.64,10149.76,9984.66,10137.47,0.012669519631112403
2020-04-09,10173.26,10246.84,10092.36,10119.43,-0.005291322545575405
2020-04-10,10105.43,10165.12,10103.77,10157.61,0.0051635605807967
2020-04-13,10147.56,10179.4,10080.65,10099.22,-0.004763706743295959
2020-04-14,10130.65,10344.13,10130.65,10332.94,0.01996811655718056
2020-04-15,10366.77,10461.84,10366.77,10447.21,0.0077594081859633235
2020-04-16,10385.78,10425.29,10317.13,10375.48,-0.0009917406299768672
2020-04-17,10554.55,10710.15,10552.58,10597.04,0.00402575192689425
2020-04-20,10612.45,10637.64,10542.96,10586.71,-0.002425453123454213
2020-04-21,10544.8,10544.8,10278.95,10288.42,-0.024313405659661558
2020-04-22,10256.11,10310.85,10140.09,10307.74,0.005034072372468668
2020-04-23,10370.13,10462.7,10294.88,10366.51,-0.00034907951973595086
2020-04-24,10367.97,10386.93,10324.2,10347.36,-0.001987852974111526
2020-04-27,10407.49,10578.96,10407.49,10567.27,0.015352404854580781
2020-04-28,10580.25,10620.52,10537.71,10616.06,0.0033846081141748474
2020-04-29,10656.4,10794.83,10656.4,10772.22,0.010868586014038506
2020-04-30,10826.26,11012.78,10826.26,10992.14,0.01532200409005502
2020-05-04,10781.51,10781.51,10658.5,10720.48,-0.005660617112074329
2020-05-05,10756.95,10833.53,10735.01,10774.61,0.0016417293005916989
2020-05-06,10771.09,10828.73,10708.1,10774.98,0.00036115193541230717
2020-05-07,10778.53,10890.87,10775.16,10842.92,0.005973912954734928
2020-05-08,10883.22,10970.7,10883.22,10901.42,0.0016722991908646456
2020-05-11,10942.18,11039.11,10942.18,11013.26,0.006495963327234566
2020-05-12,10974.51,10974.51,10854.51,10879.47,-0.00866006773878747
2020-05-13,10861.01,10938.27,10828.93,10938.27,0.007113518908462568
2020-05-14,10894.17,10894.17,10777.46,10780.88,-0.01039914009052556
2020-05-15,10833.16,10904.01,10730.55,10814.92,-0.0016837192472002327
2020-05-18,10753.21,10812.87,10730.7,10740.55,-0.001177322864521324
2020-05-19,10812.79,10924.79,10812.79,10860.44,0.004406818221754039
2020-05-20,10892.76,10933.98,10860.15,10907.8,0.0013807336249029856
2020-05-21,10933.21,11021.66,10933.21,11008.31,0.006868979924468777
2020-05-22,10977.55,10977.55,10804.56,10811.15,-0.015158209254341748
2020-05-25,10812.94,10874.54,10719.25,10871.18,0.005386139199884621
2020-05-26,10903.32,11046.22,10903.32,10997.21,0.008611138625666204
2020-05-27,11023.93,11069.72,10972.25,11014.66,-0.000840897937486984
2020-05-28,11040.62,11087.53,10915.3,10944.19,-0.008734110946667872
2020-05-29,10921.16,10965.03,10861.9,10942.16,0.0019228726618785164
2020-06-01,10971.4,11109.29,10971.4,11079.02,0.009809140127969185
2020-06-02,11109.27,11170.49,11102.97,11127.93,0.0016796783226979972
2020-06-03,11182.52,11330.52,11182.52,11320.16,0.012308495759453031
2020-06-04,11373.94,11425.42,11341.58,11393.23,0.0016959822190023566
2020-06-05,11418.01,11482.36,11411.94,11479.4,0.005376593644601746
2020-06-08,11539.0,11631.89,11528.44,11610.32,0.0061807782303491265
2020-06-09,11600.61,11640.45,11537.38,11637.11,0.0031463862676186505
2020-06-10,11635.99,11740.9,11621.02,11720.16,0.007233591641106596
