Timestamp,futures_id,contract_date,monthly_group,Open,High,Low,Close,spread,spread_per,Volume,settlement_price,open_interest,trading_session
2020-02-21,TX,202003,2020-03-18,11723.0,11738.0,11621.0,11665.0,-48.0,-0.41,45733.0,0.0,0.0,after_market
2020-02-24,TX,202003,2020-03-18,11666.0,11678.0,11600.0,11603.0,-60.0,-0.51,47408.0,0.0,0.0,after_market
2020-02-25,TX,202003,2020-03-18,11505.0,11512.0,11315.0,11330.0,-181.0,-1.57,93715.0,0.0,0.0,after_market
2020-02-26,TX,202003,2020-03-18,11549.0,11555.0,11340.0,11342.0,-199.0,-1.72,101253.0,0.0,0.0,after_market
2020-02-27,TX,202003,2020-03-18,11392.0,11487.0,11307.0,11407.0,-14.0,-0.12,120186.0,0.0,0.0,after_market
2020-03-02,TX,202003,2020-03-18,11306.0,11345.0,11160.0,11162.0,-114.0,-1.01,136418.0,0.0,0.0,after_market
2020-03-03,TX,202003,2020-03-18,11171.0,11298.0,11072.0,11298.0,122.0,1.09,128354.0,0.0,0.0,after_market
2020-03-04,TX,202003,2020-03-18,11331.0,11400.0,11206.0,11255.0,-66.0,-0.58,124817.0,0.0,0.0,after_market
2020-03-05,TX,202003,2020-03-18,11380.0,11450.0,11368.0,11448.0,90.0,0.79,60585.0,0.0,0.0,after_market
2020-03-06,TX,202003,2020-03-18,11481.0,11486.0,11374.0,11394.0,-97.0,-0.84,68823.0,0.0,0.0,after_market
2020-03-09,TX,202003,2020-03-18,11263.0,11287.0,11120.0,11225.0,-44.0,-0.39,121183.0,0.0,0.0,after_market
2020-03-10,TX,202003,2020-03-18,10957.0,10966.0,10680.0,10734.0,-217.0,-1.98,158867.0,0.0,0.0,after_market
2020-03-11,TX,202003,2020-03-18,10962.0,11050.0,10875.0,11045.0,64.0,0.58,128085.0,0.0,0.0,after_market
2020-03-12,TX,202003,2020-03-18,10821.0,10879.0,10739.0,10764.0,-60.0,-0.55,112517.0,0.0,0.0,after_market
2020-03-13,TX,202003,2020-03-18,10362.0,10378.0,9780.0,9822.0,-540.0,-5.21,213916.0,0.0,0.0,after_market
2020-03-16,TX,202003,2020-03-18,10030.0,10346.0,9763.0,10185.0,158.0,1.58,219950.0,0.0,0.0,after_market
2020-03-17,TX,202003,2020-03-18,9623.0,9645.0,9180.0,9215.0,-464.0,-4.79,195795.0,0.0,0.0,after_market
2020-03-18,TX,202003,2020-03-18,9396.0,9504.0,9073.0,9470.0,99.0,1.06,174560.0,0.0,0.0,after_market
2020-03-19,TX,202004,2020-04-15,8788.0,8843.0,8550.0,8728.0,-191.0,-2.14,164159.0,0.0,0.0,after_market
2020-03-20,TX,202004,2020-04-15,8484.0,8625.0,8397.0,8507.0,151.0,1.81,159996.0,0.0,0.0,after_market
2020-03-23,TX,202004,2020-04-15,9157.0,9340.0,8889.0,8910.0,-131.0,-1.45,156438.0,0.0,0.0,after_market
2020-03-24,TX,202004,2020-04-15,8704.0,9052.0,8658.0,8809.0,144.0,1.66,162848.0,0.0,0.0,after_market
2020-03-25,TX,202004,2020-04-15,9289.0,9443.0,9240.0,9443.0,250.0,2.72,100180.0,0.0,0.0,after_market
2020-03-26,TX,202004,2020-04-15,9639.0,9788.0,9516.0,9672.0,87.0,0.91,161122.0,0.0,0.0,after_market
2020-03-27,TX,202004,2020-04-15,9573.0,9881.0,9525.0,9879.0,248.0,2.58,108619.0,0.0,0.0,after_market
2020-03-30,TX,202004,2020-04-15,9613.0,9621.0,9377.0,9406.0,-173.0,-1.81,96416.0,0.0,0.0,after_market
2020-03-31,TX,202004,2020-04-15,9533.0,9680.0,9450.0,9654.0,88.0,0.92,75100.0,0.0,0.0,after_market
2020-04-01,TX,202004,2020-04-15,9630.0,9665.0,9551.0,9575.0,-20.0,-0.21,73771.0,0.0,0.0,after_market
2020-04-06,TX,202004,2020-04-15,9500.0,9530.0,9422.0,9464.0,-91.0,-0.95,56001.0,0.0,0.0,after_market
2020-04-07,TX,202004,2020-04-15,9813.0,9987.0,9792.0,9962.0,139.0,1.42,50130.0,0.0,0.0,after_market
2020-04-08,TX,202004,2020-04-15,10085.0,10184.0,9985.0,9994.0,-4.0,-0.04,85741.0,0.0,0.0,after_market
2020-04-09,TX,202004,2020-04-15,10077.0,10146.0,10008.0,10136.0,14.0,0.14,67290.0,0.0,0.0,after_market
2020-04-10,TX,202004,2020-04-15,10105.0,10140.0,9985.0,10042.0,-58.0,-0.57,74222.0,0.0,0.0,after_market
2020-04-13,TX,202004,2020-04-15,10131.0,10185.0,10102.0,10127.0,-6.0,-0.06,11142.0,0.0,0.0,after_market
2020-04-14,TX,202004,2020-04-15,10081.0,10125.0,10069.0,10120.0,41.0,0.41,30548.0,0.0,0.0,after_market
2020-04-15,TX,202004,2020-04-15,10338.0,10412.0,10324.0,10389.0,46.0,0.44,35221.0,0.0,0.0,after_market
2020-04-16,TX,202005,2020-05-20,10315.0,10319.0,10168.0,10216.0,-109.0,-1.06,49234.0,0.0,0.0,after_market
2020-04-17,TX,202005,2020-05-20,10408.0,10449.0,10328.0,10433.0,132.0,1.28,63481.0,0.0,0.0,after_market
2020-04-20,TX,202005,2020-05-20,10538.0,10567.0,10471.0,10525.0,-38.0,-0.36,47588.0,0.0,0.0,after_market
2020-04-21,TX,202005,2020-05-20,10476.0,10478.0,10358.0,10395.0,-80.0,-0.76,46970.0,0.0,0.0,after_market
2020-04-22,TX,202005,2020-05-20,10231.0,10243.0,10061.0,10129.0,-67.0,-0.66,67733.0,0.0,0.0,after_market
2020-04-23,TX,202005,2020-05-20,10240.0,10317.0,10202.0,10277.0,55.0,0.54,41932.0,0.0,0.0,after_market
2020-04-24,TX,202005,2020-05-20,10308.0,10364.0,10252.0,10288.0,-4.0,-0.04,54957.0,0.0,0.0,after_market
2020-04-27,TX,202005,2020-05-20,10287.0,10361.0,10265.0,10353.0,85.0,0.83,40808.0,0.0,0.0,after_market
2020-04-28,TX,202005,2020-05-20,10531.0,10628.0,10525.0,10593.0,48.0,0.46,32395.0,0.0,0.0,after_market
2020-04-29,TX,202005,2020-05-20,10576.0,10684.0,10572.0,10602.0,19.0,0.18,44190.0,0.0,0.0,after_market
2020-04-30,TX,202005,2020-05-20,10710.0,10846.0,10697.0,10844.0,135.0,1.26,43127.0,0.0,0.0,after_market
2020-05-04,TX,202005,2020-05-20,10938.0,10946.0,10726.0,10775.0,-172.0,-1.57,66723.0,0.0,0.0,after_market
2020-05-05,TX,202005,2020-05-20,10638.0,10687.0,10558.0,10685.0,75.0,0.71,49292.0,0.0,0.0,after_market
2020-05-06,TX,202005,2020-05-20,10732.0,10762.0,10661.0,10675.0,-44.0,-0.41,41089.0,0.0,0.0,after_market
2020-05-07,TX,202005,2020-05-20,10774.0,10814.0,10691.0,10698.0,-51.0,-0.47,42943.0,0.0,0.0,after_market
2020-05-08,TX,202005,2020-05-20,10827.0,10876.0,10810.0,10855.0,22.0,0.2,31760.0,0.0,0.0,after_market
2020-05-11,TX,202005,2020-05-20,10873.0,10955.0,10850.0,10953.0,59.0,0.54,31894.0,0.0,0.0,after_market
2020-05-12,TX,202005,2020-05-20,10985.0,10995.0,10881.0,10928.0,-54.0,-0.49,44117.0,0.0,0.0,after_market
2020-05-13,TX,202005,2020-05-20,10850.0,10938.0,10765.0,10765.0,-100.0,-0.92,43455.0,0.0,0.0,after_market
2020-05-14,TX,202005,2020-05-20,10922.0,10960.0,10792.0,10835.0,-79.0,-0.72,61804.0,0.0,0.0,after_market
2020-05-15,TX,202005,2020-05-20,10735.0,10877.0,10644.0,10850.0,101.0,0.94,75261.0,0.0,0.0,after_market
2020-05-18,TX,202005,2020-05-20,10819.0,10844.0,10691.0,10736.0,-81.0,-0.75,63668.0,0.0,0.0,after_market
2020-05-19,TX,202005,2020-05-20,10755.0,10972.0,10755.0,10935.0,174.0,1.62,47374.0,0.0,0.0,after_market
2020-05-20,TX,202005,2020-05-20,10918.0,10924.0,10850.0,10867.0,-1.0,-0.01,36952.0,0.0,0.0,after_market
2020-05-21,TX,202006,2020-06-17,10851.0,10924.0,10827.0,10920.0,69.0,0.64,37858.0,0.0,0.0,after_market
2020-05-22,TX,202006,2020-06-17,10943.0,10965.0,10866.0,10900.0,-53.0,-0.48,47879.0,0.0,0.0,after_market
2020-05-25,TX,202006,2020-06-17,10729.0,10803.0,10700.0,10782.0,38.0,0.35,48703.0,0.0,0.0,after_market
2020-05-26,TX,202006,2020-06-17,10836.0,10880.0,10810.0,10860.0,39.0,0.36,19608.0,0.0,0.0,after_market
2020-05-27,TX,202006,2020-06-17,11002.0,11007.0,10950.0,10969.0,-15.0,-0.14,34819.0,0.0,0.0,after_market
2020-05-28,TX,202006,2020-06-17,10963.0,11026.0,10936.0,11025.0,52.0,0.47,42948.0,0.0,0.0,after_market
2020-05-29,TX,202006,2020-06-17,10914.0,10983.0,10870.0,10900.0,-11.0,-0.1,45465.0,0.0,0.0,after_market
2020-06-01,TX,202006,2020-06-17,10911.0,10967.0,10863.0,10957.0,38.0,0.35,45347.0,0.0,0.0,after_market
2020-06-02,TX,202006,2020-06-17,11065.0,11087.0,11001.0,11078.0,21.0,0.19,34256.0,0.0,0.0,after_market
2020-06-03,TX,202006,2020-06-17,11112.0,11215.0,11098.0,11213.0,106.0,0.95,35638.0,0.0,0.0,after_market
2020-06-04,TX,202006,2020-06-17,11297.0,11472.0,11280.0,11432.0,149.0,1.32,47196.0,0.0,0.0,after_market
2020-06-05,TX,202006,2020-06-17,11347.0,11414.0,11341.0,11385.0,27.0,0.24,42942.0,0.0,0.0,after_market
2020-06-08,TX,202006,2020-06-17,11476.0,11620.0,11474.0,11580.0,123.0,1.07,57531.0,0.0,0.0,after_market
2020-06-09,TX,202006,2020-06-17,11568.0,11631.0,11532.0,11626.0,56.0,0.48,34988.0,0.0,0.0,after_market
2020-06-10,TX,202006,2020-06-17,11603.0,11650.0,11553.0,11608.0,2.0,0.02,39072.0,0.0,0.0,after_market
2020-06-11,TX,202006,2020-06-17,11687.0,11746.0,11660.0,11710.0,6.0,0.05,42704.0,0.0,0.0,after_market
2020-06-12,TX,202006,2020-06-17,11491.0,11532.0,11276.0,11313.0,-178.0,-1.55,71374.0,0.0,0.0,after_market
2020-06-15,TX,202006,2020-06-17,11375.0,11484.0,11346.0,11426.0,35.0,0.31,74877.0,0.0,0.0,after_market
2020-06-16,TX,202006,2020-06-17,11211.0,11407.0,11180.0,11380.0,155.0,1.38,66628.0,0.0,0.0,after_market
2020-06-17,TX,202006,2020-06-17,11500.0,11574.0,11432.0,11499.0,-23.0,-0.2,59423.0,0.0,0.0,after_market
2020-06-18,TX,202007,2020-07-15,11385.0,11431.0,11360.0,11404.0,45.0,0.4,40370.0,0.0,0.0,after_market
2020-06-19,TX,202007,2020-07-15,11411.0,11470.0,11402.0,11426.0,31.0,0.27,40860.0,0.0,0.0,after_market
2020-06-22,TX,202007,2020-07-15,11442.0,11465.0,11333.0,11351.0,-58.0,-0.51,42085.0,0.0,0.0,after_market
2020-06-23,TX,202007,2020-07-15,11426.0,11475.0,11395.0,11471.0,50.0,0.44,30270.0,0.0,0.0,after_market
2020-06-24,TX,202007,2020-07-15,11470.0,11547.0,11460.0,11507.0,51.0,0.45,32863.0,0.0,0.0,after_market
2020-06-29,TX,202007,2020-07-15,11520.0,11528.0,11398.0,11437.0,-86.0,-0.75,51425.0,0.0,0.0,after_market
2020-06-30,TX,202007,2020-07-15,11361.0,11449.0,11357.0,11448.0,85.0,0.75,36105.0,0.0,0.0,after_market
2020-07-01,TX,202007,2020-07-15,11454.0,11486.0,11415.0,11480.0,10.0,0.09,37909.0,0.0,0.0,after_market
2020-07-02,TX,202007,2020-07-15,11559.0,11608.0,11516.0,11581.0,37.0,0.32,45008.0,0.0,0.0,after_market
2020-07-03,TX,202007,2020-07-15,11729.0,11837.0,11724.0,11784.0,89.0,0.76,51885.0,0.0,0.0,after_market
2020-07-06,TX,202007,2020-07-15,11870.0,11895.0,11850.0,11875.0,41.0,0.35,19875.0,0.0,0.0,after_market
2020-07-07,TX,202007,2020-07-15,12071.0,12137.0,12030.0,12133.0,66.0,0.55,37012.0,0.0,0.0,after_market
2020-07-08,TX,202007,2020-07-15,12010.0,12082.0,11967.0,11993.0,-35.0,-0.29,44109.0,0.0,0.0,after_market
2020-07-09,TX,202007,2020-07-15,12127.0,12207.0,12117.0,12202.0,76.0,0.63,36576.0,0.0,0.0,after_market
2020-07-10,TX,202007,2020-07-15,12138.0,12199.0,12103.0,12188.0,39.0,0.32,43890.0,0.0,0.0,after_market
2020-07-13,TX,202007,2020-07-15,12006.0,12098.0,12002.0,12091.0,96.0,0.8,41475.0,0.0,0.0,after_market
2020-07-14,TX,202007,2020-07-15,12191.0,12297.0,12135.0,12148.0,-56.0,-0.46,49180.0,0.0,0.0,after_market
2020-07-15,TX,202007,2020-07-15,12206.0,12264.0,12158.0,12262.0,74.0,0.61,44015.0,0.0,0.0,after_market
2020-07-16,TX,202008,2020-08-19,12062.0,12129.0,12049.0,12099.0,15.0,0.12,45380.0,0.0,0.0,after_market
2020-07-17,TX,202008,2020-08-19,12026.0,12058.0,11973.0,12048.0,19.0,0.16,47404.0,0.0,0.0,after_market
2020-07-20,TX,202008,2020-08-19,12048.0,12077.0,12027.0,12049.0,10.0,0.08,25554.0,0.0,0.0,after_market
2020-07-21,TX,202008,2020-08-19,12029.0,12119.0,12014.0,12107.0,74.0,0.61,26966.0,0.0,0.0,after_market
2020-07-22,TX,202008,2020-08-19,12298.0,12369.0,12254.0,12270.0,-18.0,-0.15,48184.0,0.0,0.0,after_market
2020-07-23,TX,202008,2020-08-19,12325.0,12339.0,12263.0,12327.0,-5.0,-0.04,42067.0,0.0,0.0,after_market
2020-07-24,TX,202008,2020-08-19,12308.0,12325.0,12150.0,12212.0,-75.0,-0.61,47704.0,0.0,0.0,after_market
2020-07-27,TX,202008,2020-08-19,12150.0,12410.0,12103.0,12360.0,210.0,1.73,75759.0,0.0,0.0,after_market
2020-07-28,TX,202008,2020-08-19,12519.0,12804.0,12481.0,12803.0,305.0,2.44,69768.0,0.0,0.0,after_market
2020-07-29,TX,202008,2020-08-19,12458.0,12537.0,12322.0,12391.0,-63.0,-0.51,63809.0,0.0,0.0,after_market
2020-07-30,TX,202008,2020-08-19,12450.0,12656.0,12437.0,12646.0,225.0,1.81,52828.0,0.0,0.0,after_market
2020-07-31,TX,202008,2020-08-19,12576.0,12596.0,12434.0,12590.0,-5.0,-0.04,67106.0,0.0,0.0,after_market
2020-08-03,TX,202008,2020-08-19,12583.0,12600.0,12455.0,12550.0,-26.0,-0.21,56809.0,0.0,0.0,after_market
2020-08-04,TX,202008,2020-08-19,12425.0,12506.0,12371.0,12492.0,52.0,0.42,48208.0,0.0,0.0,after_market
2020-08-05,TX,202008,2020-08-19,12662.0,12698.0,12628.0,12693.0,64.0,0.51,39034.0,0.0,0.0,after_market
2020-08-06,TX,202008,2020-08-19,12755.0,12875.0,12753.0,12822.0,81.0,0.64,46295.0,0.0,0.0,after_market
2020-08-07,TX,202008,2020-08-19,12836.0,12879.0,12796.0,12866.0,30.0,0.23,40317.0,0.0,0.0,after_market
2020-08-10,TX,202008,2020-08-19,12759.0,12794.0,12724.0,12780.0,21.0,0.16,33448.0,0.0,0.0,after_market
2020-08-11,TX,202008,2020-08-19,12844.0,12853.0,12762.0,12818.0,-36.0,-0.28,36224.0,0.0,0.0,after_market
2020-08-12,TX,202008,2020-08-19,12707.0,12783.0,12670.0,12699.0,-36.0,-0.28,44970.0,0.0,0.0,after_market
2020-08-13,TX,202008,2020-08-19,12700.0,12822.0,12699.0,12787.0,132.0,1.04,41010.0,0.0,0.0,after_market
2020-08-14,TX,202008,2020-08-19,12733.0,12742.0,12658.0,12707.0,-18.0,-0.14,41132.0,0.0,0.0,after_market
2020-08-17,TX,202008,2020-08-19,12789.0,12799.0,12747.0,12761.0,-28.0,-0.22,28757.0,0.0,0.0,after_market
2020-08-18,TX,202008,2020-08-19,12980.0,13029.0,12943.0,12982.0,29.0,0.22,29396.0,0.0,0.0,after_market
2020-08-19,TX,202008,2020-08-19,12855.0,12920.0,12852.0,12903.0,26.0,0.2,24905.0,0.0,0.0,after_market
2020-08-20,TX,202009,2020-09-16,12741.0,12777.0,12700.0,12720.0,-29.0,-0.23,29244.0,0.0,0.0,after_market
2020-08-21,TX,202009,2020-09-16,12295.0,12433.0,12252.0,12425.0,127.0,1.03,56955.0,0.0,0.0,after_market
2020-08-24,TX,202009,2020-09-16,12561.0,12565.0,12464.0,12552.0,1.0,0.01,36639.0,0.0,0.0,after_market
2020-08-25,TX,202009,2020-09-16,12631.0,12676.0,12574.0,12633.0,30.0,0.24,35883.0,0.0,0.0,after_market
2020-08-26,TX,202009,2020-09-16,12736.0,12762.0,12706.0,12743.0,8.0,0.06,28217.0,0.0,0.0,after_market
2020-08-27,TX,202009,2020-09-16,12796.0,12884.0,12781.0,12868.0,73.0,0.57,31371.0,0.0,0.0,after_market
2020-08-28,TX,202009,2020-09-16,12765.0,12810.0,12661.0,12728.0,-30.0,-0.24,47375.0,0.0,0.0,after_market
2020-08-31,TX,202009,2020-09-16,12686.0,12739.0,12643.0,12732.0,44.0,0.35,31669.0,0.0,0.0,after_market
2020-09-01,TX,202009,2020-09-16,12567.0,12587.0,12476.0,12547.0,-42.0,-0.33,46312.0,0.0,0.0,after_market
2020-09-02,TX,202009,2020-09-16,12694.0,12738.0,12665.0,12735.0,47.0,0.37,27862.0,0.0,0.0,after_market
2020-09-03,TX,202009,2020-09-16,12691.0,12797.0,12650.0,12770.0,80.0,0.63,43702.0,0.0,0.0,after_market
2020-09-04,TX,202009,2020-09-16,12745.0,12758.0,12484.0,12579.0,-155.0,-1.22,79942.0,0.0,0.0,after_market
2020-09-07,TX,202009,2020-09-16,12607.0,12671.0,12497.0,12581.0,-26.0,-0.21,84729.0,0.0,0.0,after_market
2020-09-08,TX,202009,2020-09-16,12561.0,12656.0,12537.0,12635.0,55.0,0.44,23875.0,0.0,0.0,after_market
2020-09-09,TX,202009,2020-09-16,12681.0,12699.0,12530.0,12545.0,-122.0,-0.96,72283.0,0.0,0.0,after_market
2020-09-10,TX,202009,2020-09-16,12574.0,12689.0,12568.0,12663.0,65.0,0.52,41442.0,0.0,0.0,after_market
2020-09-11,TX,202009,2020-09-16,12711.0,12736.0,12592.0,12622.0,-76.0,-0.6,62315.0,0.0,0.0,after_market
2020-09-14,TX,202009,2020-09-16,12656.0,12679.0,12582.0,12634.0,-29.0,-0.23,41495.0,0.0,0.0,after_market
2020-09-15,TX,202009,2020-09-16,12795.0,12818.0,12767.0,12796.0,12.0,0.09,25641.0,0.0,0.0,after_market
2020-09-16,TX,202009,2020-09-16,12845.0,12985.0,12840.0,12946.0,103.0,0.8,38578.0,0.0,0.0,after_market
2020-09-17,TX,202010,2020-10-21,12909.0,12957.0,12870.0,12878.0,-25.0,-0.19,38665.0,0.0,0.0,after_market
2020-09-18,TX,202010,2020-10-21,12783.0,12838.0,12760.0,12831.0,16.0,0.12,47701.0,0.0,0.0,after_market
2020-09-21,TX,202010,2020-10-21,12832.0,12843.0,12735.0,12774.0,-59.0,-0.46,35162.0,0.0,0.0,after_market
2020-09-22,TX,202010,2020-10-21,12659.0,12675.0,12504.0,12631.0,-28.0,-0.22,74677.0,0.0,0.0,after_market
2020-09-23,TX,202010,2020-10-21,12500.0,12575.0,12459.0,12569.0,60.0,0.48,45716.0,0.0,0.0,after_market
2020-09-24,TX,202010,2020-10-21,12526.0,12567.0,12386.0,12415.0,-113.0,-0.9,45236.0,0.0,0.0,after_market
2020-09-25,TX,202010,2020-10-21,12168.0,12285.0,12050.0,12252.0,72.0,0.59,86725.0,0.0,0.0,after_market
2020-09-28,TX,202010,2020-10-21,12209.0,12272.0,12127.0,12267.0,72.0,0.59,49364.0,0.0,0.0,after_market
2020-09-29,TX,202010,2020-10-21,12419.0,12485.0,12406.0,12465.0,50.0,0.4,37042.0,0.0,0.0,after_market
2020-09-30,TX,202010,2020-10-21,12409.0,12493.0,12370.0,12456.0,35.0,0.28,36757.0,0.0,0.0,after_market
2020-10-05,TX,202010,2020-10-21,12472.0,12573.0,12459.0,12530.0,57.0,0.46,41534.0,0.0,0.0,after_market
2020-10-06,TX,202010,2020-10-21,12520.0,12632.0,12490.0,12625.0,96.0,0.77,30653.0,0.0,0.0,after_market
2020-10-07,TX,202010,2020-10-21,12679.0,12733.0,12600.0,12600.0,-77.0,-0.61,43688.0,0.0,0.0,after_market
2020-10-08,TX,202010,2020-10-21,12761.0,12859.0,12758.0,12841.0,87.0,0.68,31161.0,0.0,0.0,after_market
2020-10-12,TX,202010,2020-10-21,12893.0,12935.0,12840.0,12865.0,-8.0,-0.06,37278.0,0.0,0.0,after_market
2020-10-13,TX,202010,2020-10-21,12911.0,12984.0,12902.0,12979.0,58.0,0.45,26695.0,0.0,0.0,after_market
2020-10-14,TX,202010,2020-10-21,12908.0,12955.0,12887.0,12906.0,-9.0,-0.07,33747.0,0.0,0.0,after_market
2020-10-15,TX,202010,2020-10-21,12897.0,12907.0,12835.0,12862.0,-28.0,-0.22,30061.0,0.0,0.0,after_market
2020-10-16,TX,202010,2020-10-21,12819.0,12841.0,12750.0,12834.0,-6.0,-0.05,45487.0,0.0,0.0,after_market
2020-10-19,TX,202010,2020-10-21,12744.0,12777.0,12727.0,12742.0,-6.0,-0.05,27589.0,0.0,0.0,after_market
2020-10-20,TX,202010,2020-10-21,12899.0,12928.0,12813.0,12832.0,-61.0,-0.47,31430.0,0.0,0.0,after_market
2020-10-21,TX,202010,2020-10-21,12868.0,12930.0,12847.0,12878.0,23.0,0.18,27335.0,0.0,0.0,after_market
2020-10-22,TX,202011,2020-11-18,12820.0,12823.0,12758.0,12795.0,-13.0,-0.1,38321.0,0.0,0.0,after_market
2020-10-23,TX,202011,2020-11-18,12837.0,12894.0,12831.0,12865.0,29.0,0.23,36806.0,0.0,0.0,after_market
2020-10-26,TX,202011,2020-11-18,12820.0,12879.0,12816.0,12866.0,28.0,0.22,23523.0,0.0,0.0,after_market
2020-10-27,TX,202011,2020-11-18,12855.0,12867.0,12747.0,12796.0,-64.0,-0.5,40456.0,0.0,0.0,after_market
2020-10-28,TX,202011,2020-11-18,12813.0,12819.0,12786.0,12796.0,-12.0,-0.09,21976.0,0.0,0.0,after_market
2020-10-29,TX,202011,2020-11-18,12733.0,12743.0,12555.0,12574.0,-169.0,-1.33,70326.0,0.0,0.0,after_market
2020-10-30,TX,202011,2020-11-18,12600.0,12634.0,12515.0,12572.0,-31.0,-0.25,51841.0,0.0,0.0,after_market
2020-11-02,TX,202011,2020-11-18,12395.0,12486.0,12370.0,12469.0,56.0,0.45,56436.0,0.0,0.0,after_market
2020-11-03,TX,202011,2020-11-18,12510.0,12587.0,12496.0,12573.0,57.0,0.46,37620.0,0.0,0.0,after_market
2020-11-04,TX,202011,2020-11-18,12696.0,12785.0,12686.0,12774.0,90.0,0.71,39897.0,0.0,0.0,after_market
2020-11-05,TX,202011,2020-11-18,12848.0,12950.0,12804.0,12911.0,47.0,0.37,64724.0,0.0,0.0,after_market
2020-11-06,TX,202011,2020-11-18,12891.0,12982.0,12888.0,12964.0,73.0,0.57,40264.0,0.0,0.0,after_market
2020-11-09,TX,202011,2020-11-18,12942.0,13004.0,12923.0,12993.0,56.0,0.43,39691.0,0.0,0.0,after_market
2020-11-10,TX,202011,2020-11-18,13113.0,13350.0,13096.0,13175.0,49.0,0.37,82989.0,0.0,0.0,after_market
2020-11-11,TX,202011,2020-11-18,13090.0,13151.0,13053.0,13092.0,21.0,0.16,50006.0,0.0,0.0,after_market
2020-11-12,TX,202011,2020-11-18,13284.0,13327.0,13227.0,13294.0,33.0,0.25,46813.0,0.0,0.0,after_market
